name,address,lat,lng,rating,user_ratings_total,types,distance_from_ha_salon_km,name_english
Falafel Ben Hur,"המסגר 6, Sderot Washington 32, Tel Aviv-Jaffa",32.0550422,34.76942650000001,4.7,487.0,"restaurant, food, point_of_interest, establishment",3.6584804678360254,Falafel Ben Hur
America Burgers,"Allenby Street 112, Tel Aviv-Yafo",32.0641166,34.77255789999999,4.4,5811.0,"restaurant, food, point_of_interest, establishment",2.612186294691955,America Burgers
Men Tenten Ramen Bar,"Nahalat Binyamin Street 57, Tel Aviv-Yafo",32.06416239999999,34.7715381,4.2,4920.0,"bar, restaurant, food, point_of_interest, establishment",2.6436372635037433,Men Tenten Ramen Bar
The Green Roll,"Ahad Ha'Am Street 15, Tel Aviv-Yafo",32.0638289,34.7711528,4.7,1516.0,"restaurant, food, point_of_interest, establishment",2.6919764245277706,The Green Roll
Port Sa'id,"Har Sinai Street 5, Tel Aviv-Yafo",32.0646469,34.77227999999999,4.3,3990.0,"bar, restaurant, food, point_of_interest, establishment",2.5671434176804615,Port Sa'id
McDonald's,"Rothschild Boulevard 33, Tel Aviv-Yafo",32.0638547,34.7735046,3.2,2049.0,"restaurant, food, point_of_interest, establishment",2.6088567344441365,McDonald's
Ninu,"Yehuda ha-Levi Street 47, Tel Aviv-Yafo",32.0622122,34.77369100000001,4.6,5.0,"restaurant, food, point_of_interest, establishment",2.7763798534208504,Ninu
Triger טריגר - בשר ויין,"Montefiore Street 21, Tel Aviv-Yafo",32.0653164,34.7716515,4.3,889.0,"restaurant, food, point_of_interest, establishment",2.5220136976016634,Triger – Meat & Wine
Aria,"Nahalat Binyamin Street 66, Tel Aviv-Yafo",32.06162589999999,34.7723093,4.2,1441.0,"bar, restaurant, food, point_of_interest, establishment",2.8794040105242886,Aria
Fleishman,"Herzl Street 12, Tel Aviv-Yafo",32.0622812,34.7699656,4.5,585.0,"restaurant, food, store, point_of_interest, establishment",2.8942407972860624,Fleishman
The Container,"מחסן 2 נמל יפו, Tel Aviv-Jaffa",32.052074,34.74967,4.0,2067.0,"restaurant, bar, food, point_of_interest, establishment",4.883171603501138,The Container
Kalamata,"Kikar Kdumim 10, Tel Aviv-Jaffa",32.054512,34.7514725,4.3,3116.0,"restaurant, food, point_of_interest, establishment",4.566394174976492,Kalamata
Dr Shakshuka,"Beit Eshel Street 3, Tel Aviv-Yafo",32.0544381,34.7564172,3.5,4246.0,"restaurant, food, point_of_interest, establishment",4.2885671993322685,Dr Shakshuka
Falafel Gina,"Shlabim Street 6, Tel Aviv-Yafo",32.0499368,34.76455,3.8,632.0,"restaurant, food, point_of_interest, establishment",4.35353898234733,Falafel Gina
מטבחי חוץ שאולי מטבח חוץ,"Olei Zion Street 26, Tel Aviv-Yafo",32.0519096,34.7578609,4.6,68.0,"restaurant, food, store, point_of_interest, establishment",4.448203042041469,Shauli's Outdoor Kitchens
Pizza Roma,"Olei Zion Street 9, Tel Aviv-Yafo",32.0530193,34.7567283,4.2,261.0,"meal_delivery, restaurant, food, point_of_interest, establishment",4.401995142841551,Pizza Roma
Guetta Restaurant,"Jerusalem Boulevard 8, Tel Aviv-Yafo",32.05623269999999,34.75958639999999,4.3,1072.0,"restaurant, food, point_of_interest, establishment",3.9559586201604415,Guetta Restaurant
שווארמה בינו,"David Razi'el Street 29, Tel Aviv-Yafo",32.0546913,34.75622360000001,3.3,112.0,"restaurant, food, point_of_interest, establishment",4.2761900459472955,Bino Shawarma
Beit Kandinof,"HaTsorfim Street 14, Tel Aviv-Yafo",32.0537362,34.7539834,4.4,2761.0,"restaurant, art_gallery, food, point_of_interest, establishment",4.48655232028051,Beit Kandinof
Urbano,"Olei Zion Street 2, Tel Aviv-Yafo",32.0540685,34.75564339999999,4.1,1286.0,"restaurant, bar, food, point_of_interest, establishment",4.3642308025524255,Urbano
Albi,"Olei Zion Street 6, Tel Aviv-Yafo",32.053715,34.755893,3.8,1155.0,"bar, restaurant, food, point_of_interest, establishment",4.382643212348533,Albi
Ramesses by the box Restaurant,"הגמנסיה העברית פינת, Ben Perachyah 7, Tel Aviv-Jaffa",32.0545345,34.7565943,4.1,2264.0,"restaurant, food, point_of_interest, establishment",4.270219093285267,Ramesses by the box Restaurant
Main Bazaar,"Olei Zion Street 7, Tel Aviv-Yafo",32.0534183,34.7566475,4.3,569.0,"bar, restaurant, food, point_of_interest, establishment",4.3694488741844415,Main Bazaar
Faruk BaShuk,"Nakhman Street 6, Tel Aviv-Yafo",32.05237589999999,34.7558058,4.2,3290.0,"restaurant, bar, food, point_of_interest, establishment",4.509725793551782,Faruk BaShuk
ראיסה בשוק הפשפשים,"שוק הפשפשים, Rabbi Yohanan Street 10, Tel Aviv-Yafo",32.0525005,34.7561476,4.3,3027.0,"bar, restaurant, food, point_of_interest, establishment",4.480270277709401,Raisa – Flea Market
Big Itzik,"David Razi'el Street 3, Tel Aviv-Yafo",32.0566309,34.7593076,4.1,2835.0,"restaurant, food, point_of_interest, establishment",3.9336568651178525,Big Itzik
Casino San Remo,"Nehama Street 2, Tel Aviv-Yafo",32.0558538,34.7599751,4.1,1450.0,"restaurant, cafe, bar, store, food, point_of_interest, establishment",3.9714276253178245,Casino San Remo
OCD TLV,"Tirtsa Street 17, Tel Aviv-Yafo",32.0555352,34.7604927,4.6,1416.0,"restaurant, food, point_of_interest, establishment",3.975548818352729,OCD TLV
The Drisco Hotel,"Auerbach Street 6, Tel Aviv-Yafo",32.05685820000001,34.7625935,4.7,1073.0,"lodging, restaurant, food, point_of_interest, establishment",3.747934013979173,The Drisco Hotel
Cafe Paul's,"Yefet Street 142, Tel Aviv-Yafo",32.0419663,34.7513779,4.2,418.0,"cafe, meal_delivery, restaurant, food, point_of_interest, establishment",5.708469858475856,Cafe Paul's
Burek Restaurant,"39, Tsrifin Street, Tel Aviv-Yafo",32.0564521,34.7659038,4.5,361.0,"restaurant, food, point_of_interest, establishment",3.6419540858063684,Burek Restaurant
Sumsum,"Kaufmann Street 4, Tel Aviv-Yafo",32.0635702,34.76221349999999,3.6,18.0,"restaurant, food, point_of_interest, establishment",3.148032058890848,Sumsum
KINTO,"Kaufmann Street 6, Tel Aviv-Yafo",32.06380840000001,34.7621879,4.0,369.0,"restaurant, food, point_of_interest, establishment",3.128591047312604,KINTO
Wok Republic,"Abarbanel Street 74, Tel Aviv-Yafo",32.0553367,34.766846,4.0,839.0,"meal_delivery, restaurant, food, point_of_interest, establishment",3.7177285547507424,Wok Republic
במבי תל אביב,"HaMered Street 29, Tel Aviv-Yafo",32.0635675,34.76349680000001,3.1,12.0,"restaurant, food, point_of_interest, establishment",3.0760578230808635,Bambi Tel Aviv
Florentina,"Abarbanel Street 56, Tel Aviv-Yafo",32.0570657,34.7669803,4.6,3077.0,"bar, restaurant, food, point_of_interest, establishment",3.53734967805747,Florentina
Habarbanel Pizza Bar,"Abarbanel Street 34, Tel Aviv-Yafo",32.05762660000001,34.76698320000001,4.4,1465.0,"meal_delivery, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",3.4807186406030324,Habarbanel Pizza Bar
The Old Man and the Sea,"Kedem Street 85, Tel Aviv-Yafo",32.04306009999999,34.7478626,4.2,10410.0,"restaurant, food, point_of_interest, establishment",5.785779789218128,The Old Man and the Sea
פיצה אוליב - יפו,"Yefet Street 97, Tel Aviv-Yafo",32.0420337,34.75184300000001,4.2,194.0,"meal_delivery, restaurant, food, point_of_interest, establishment",5.679553042384849,Olive Pizza – Jaffa
Falafel Kahil,"Yefet Street 146, Tel Aviv-Yafo",32.0416166,34.7514689,4.5,573.0,"restaurant, food, point_of_interest, establishment",5.737358087530128,Falafel Kahil
Bread Pomerantz,"Florentin Street 13, Tel Aviv-Yafo",32.0562719,34.7686359,4.6,99.0,"bakery, grocery_or_supermarket, health, store, restaurant, food, point_of_interest, establishment",3.5572032955101043,Bread Pomerantz
Tometomato,"Sderot Washington 26, Tel Aviv-Jaffa",32.0553234,34.7693925,4.4,549.0,"restaurant, food, point_of_interest, establishment",3.6302351949157283,Tometomato
BRETONNE,"Sderot Washington 22, Tel Aviv-Jaffa",32.055594,34.7694646,4.6,998.0,"restaurant, food, point_of_interest, establishment",3.5997070922942336,BRETONNE
Domino's Pizza,"Florentin Street 25, Tel Aviv-Yafo",32.0563949,34.76948429999999,3.0,294.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5157282956700713,Domino's Pizza
Beccafico,"Shabazi Street 49, Tel Aviv-Yafo",32.0629794,34.76705920000001,4.3,1127.0,"restaurant, food, point_of_interest, establishment",2.949313209713075,Beccafico
Suzana,"Shabazi Street 9, Tel Aviv-Yafo",32.0614131,34.763658,4.0,4481.0,"cafe, restaurant, food, point_of_interest, establishment",3.264766910278986,Suzana
Hayam Hasini Chinese Restaurant,"מרכז הטקסטיל והאופנה, שנקר 3, תל אביב-יפו",32.0628069,34.7628012,4.3,505.0,"restaurant, food, point_of_interest, establishment",3.1828805785931285,Hayam Hasini Chinese Restaurant
Romano,"Derech Jaffa 9, Tel Aviv-Jaffa",32.0608011,34.76923099999999,4.1,2481.0,"restaurant, bar, food, point_of_interest, establishment",3.0723852574663963,Romano
Teder.fm,"Romano, Derech Jaffa 9, Tel Aviv-Yafo",32.0606806,34.76945,4.4,6129.0,"bar, art_gallery, store, restaurant, food, point_of_interest, establishment",3.0762507357771285,Teder.fm
Hummus & Co.,"Herzl Street 98, Tel Aviv-Yafo",32.0561868,34.7707356,4.5,733.0,"restaurant, food, point_of_interest, establishment",3.498066094958819,Hummus & Co.
Sabich Hertzel,"Herzl Street 98, Tel Aviv-Yafo",32.056179,34.770738,4.6,382.0,"restaurant, food, point_of_interest, establishment",3.498814344532087,Sabich Hertzel
Meshek Barzilay,"Ahad Ha'Am Street 6, Tel Aviv-Yafo",32.0631664,34.7683737,4.4,3915.0,"restaurant, food, point_of_interest, establishment",2.8715985516059517,Meshek Barzilay
Lehamim,"HaHashmonaim Street 103, Tel Aviv-Yafo",32.06974019999999,34.7843627,4.4,4043.0,"bakery, meal_delivery, cafe, restaurant, store, food, point_of_interest, establishment",1.8226126901686344,Lehamim
Beta Caffe,"Brodetsky Street 17, Tel Aviv-Yafo",32.1077539,34.7975527,4.1,2289.0,"cafe, restaurant, food, store, point_of_interest, establishment",2.790072877770179,Beta Caffe
Hummus Abu Taleb,"Ahaliav Street 3, Ramat Gan",32.0873658,34.8029725,3.9,189.0,"restaurant, food, point_of_interest, establishment",1.9377778208916028,Hummus Abu Taleb
גריל עוף,"Herzl Street 86, Ramat Gan",32.08750369999999,34.8149791,4.2,139.0,"restaurant, food, point_of_interest, establishment",3.070105678193694,Chicken Grill
Bistro3,"HaBonim Street 3, Ramat Gan",32.0879413,34.8028897,4.5,435.0,"restaurant, food, point_of_interest, establishment",1.9356636502141042,Bistro3
Sesame Bar Health,"Ha-Khilazon Street 2, Ramat Gan",32.087186,34.80379660000001,3.9,116.0,"restaurant, food, point_of_interest, establishment",2.0140913347810767,Sesame Bar Health
Noon,"Tuval Street 30, Ramat Gan",32.086502,34.8029975,4.1,301.0,"restaurant, food, point_of_interest, establishment",1.935570163661655,Noon
Blue Rooster,"Nissim Aloni Street 10, Tel Aviv-Yafo",32.089021,34.7973537,4.3,4396.0,"restaurant, food, point_of_interest, establishment",1.4391607773394257,Blue Rooster
Jonathan hummus,"Tuval Street 36, Ramat Gan",32.0861136,34.80273749999999,4.3,464.0,"restaurant, food, point_of_interest, establishment",1.9105162383876475,Jonathan hummus
Meat Night - מיט נייט,"Tuval Street 15, Ramat Gan",32.0860822,34.8030986,2.5,531.0,"restaurant, food, point_of_interest, establishment",1.9446065238483277,Meat Night
רולנרול,"Bezalel Street 13, Ramat Gan",32.0862159,34.8008728,4.2,347.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1.7345257987425922,Roll’n’Roll
Wolfnights Yehuda Maccabi,"Yehuda HaMakkabbi Street 53, Tel Aviv-Yafo",32.0939229,34.7906881,3.5,1073.0,"restaurant, food, point_of_interest, establishment",1.161883390457729,Wolfnights Yehuda Maccabi
Bazzili.com Pizza,"Yehuda HaMakkabbi Street 53, Tel Aviv-Yafo",32.0939229,34.7906881,4.1,320.0,"meal_delivery, restaurant, food, point_of_interest, establishment",1.161883390457729,Bazzili.com Pizza
La Cucina Pasta Bar,"Bialik Street 59, Ramat Gan",32.0845564,34.812832,4.3,1177.0,"restaurant, food, point_of_interest, establishment",2.8686196500858103,La Cucina Pasta Bar
Tony's- Pizza & Pasta טוניס פיצה ופסטה,"Rashi Street 21, Ramat Gan",32.09190040000001,34.8180406,4.1,287.0,"meal_delivery, meal_takeaway, restaurant, food, store, point_of_interest, establishment",3.4161914217779192,Tony's Pizza & Pasta
Safsal,"Bialik Street 26, Ramat Gan",32.0813178,34.8149999,4.4,3171.0,"restaurant, bar, food, point_of_interest, establishment",3.113712817451206,Safsal
בורקס רמת אביב,"Mordechai Namir Road 170, Tel Aviv-Yafo",32.1048787,34.7927594,2.6,107.0,"restaurant, food, point_of_interest, establishment",2.296522637978828,Ramat Aviv Bourekas
Cafe Zorik,"Yehuda HaMakkabbi Street 4א, Tel Aviv-Yafo",32.0937154,34.78527950000001,4.3,3766.0,"restaurant, food, point_of_interest, establishment",0.8842842611026331,Cafe Zorik
Rotisserie Milano,"Yehuda HaMakkabbi Street 4, Tel Aviv-Yafo",32.0936493,34.7851932,4.5,350.0,"restaurant, food, point_of_interest, establishment",0.8748852827526459,Rotisserie Milano
Juno,"De Haas Street 1, Tel Aviv-Yafo",32.09351220000001,34.7850894,4.4,2389.0,"cafe, bar, restaurant, food, point_of_interest, establishment",0.8575054187565743,Juno
עוף צלוחס,"Bareli Street 18, Tel Aviv-Yafo",32.1040488,34.791034,4.1,30.0,"meal_takeaway, restaurant, food, store, point_of_interest, establishment",2.1471606903518063,Tzaloches Chicken
Meat Stop,"David Ben Gurion Road 26, Ramat Gan",32.0930034,34.8220381,4.3,468.0,"restaurant, food, point_of_interest, establishment",3.810135795125147,Meat Stop
Agvania,"Bialik Street 14, Ramat Gan",32.0801098,34.81507910000001,3.7,21.0,"restaurant, food, point_of_interest, establishment",3.1466301959757956,Agvania
טופ-קייטרינג,"David Ben Gurion Road 1, Bnei Brak",32.096206,34.821859,,,"restaurant, food, point_of_interest, establishment",3.880793432775545,Top Catering
Agvania Pizza,"Zeev Jabotinsky Street 155, Ramat Gan",32.0910055,34.8222721,3.7,612.0,"restaurant, food, point_of_interest, establishment",3.7937742164127686,Agvania Pizza
Sun meeting,"Zeev Jabotinsky Street 155, Ramat Gan",32.0909351,34.8223294,2.9,277.0,"restaurant, food, point_of_interest, establishment",3.7980191867812905,Sun meeting
Burgeranch,"Zeev Jabotinsky Street 138, Bnei Brak",32.0903511,34.8223553,3.8,524.0,"restaurant, food, point_of_interest, establishment",3.791857621874474,Burgeranch
Nagisasushi,"David Ben Gurion Road 13, Ramat Gan",32.0935096,34.8227178,4.1,1080.0,"restaurant, food, point_of_interest, establishment",3.8844873811749583,Nagisasushi
פיצה אש,"Zeev Jabotinsky Street 4, Bnei Brak",32.09071799999999,34.8230602,4.3,286.0,"meal_delivery, restaurant, food, point_of_interest, establishment",3.863069395400215,Fire Pizza
Henrietta Café,"Arlozorov Street 186, Tel Aviv-Yafo",32.0828935,34.791633,4.3,1802.0,"cafe, restaurant, food, store, point_of_interest, establishment",0.9326507093181636,Henrietta Café
Station Market,"Bar Kochva Street 21, Bnei Brak",32.0936765,34.82326139999999,4.4,147.0,"restaurant, food, point_of_interest, establishment",3.938560493437947,Station Market
Hapina,"Rokach Boulevard 80, Tel Aviv-Yafo",32.1004354,34.80150860000001,4.0,530.0,"restaurant, food, point_of_interest, establishment",2.397218822856167,Hapina
Bahadunas,"Bialik Street 138, Ramat Gan",32.0885699,34.80440169999999,4.1,536.0,"restaurant, food, point_of_interest, establishment",2.0856573439352166,Bahadunas
Panama Pizza,"Shlomo Ibn Gabirol Street 185, Tel Aviv-Yafo",32.0938496,34.7832658,4.6,1211.0,"restaurant, food, point_of_interest, establishment",0.8623760577451821,Panama Pizza
סיטבון,"Menachem Begin 7, Ramat Gan",32.0855311,34.8000098,3.9,169.0,"restaurant, food, point_of_interest, establishment",1.6542164296293236,Sitbon
Shemesh,"Tuval Street 9, Ramat Gan",32.087509,34.8039622,3.8,1707.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",2.0321329817233322,Shemesh
Pizza Roma,"David Ben Gurion Road 112, Ramat Gan",32.0834287,34.82116180000001,4.2,362.0,"restaurant, food, point_of_interest, establishment",3.6619102545006,Pizza Roma
מסעדת רנסאנס,"Shoham Street 4, Ramat Gan",32.0844975,34.8004633,4.1,33.0,"restaurant, food, point_of_interest, establishment",1.7051200111176312,Renaissance Restaurant
Japanika,"קניון איילון, רמת גן",32.099985,34.827212,4.2,775.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.492770358410347,Japanika
בוצ'רי דה ברילוצ'ה Butchery de Bariloche,"HaBarzel Street 4, Tel Aviv-Yafo",32.1066569,34.8359782,4.2,3038.0,"restaurant, food, point_of_interest, establishment",5.5388477659457624,Butchery de Bariloche
Joya,"HaBarzel Street 4, Tel Aviv-Yafo",32.1066406,34.83598020000001,3.8,2398.0,"restaurant, food, point_of_interest, establishment",5.53827662811622,Joya
Arnold,"בניין הועד האולימפי, בכור שלום שטרית 6, Tel Aviv-Jaffa",32.1050232,34.8200995,4.4,1414.0,"bar, restaurant, food, point_of_interest, establishment",4.123104544474383,Arnold
Goocha Ramat Hahayal,"HaBarzel Street 7, Tel Aviv-Yafo",32.1070235,34.8358814,4.5,3436.0,"restaurant, food, point_of_interest, establishment",5.547391402320924,Goocha Ramat Hahayal
Giraffe,"HaBarzel Street 19, Tel Aviv-Yafo",32.1082555,34.8380566,4.1,3016.0,"restaurant, food, point_of_interest, establishment",5.7911285835682715,Giraffe
Hudson Brasserie,"HaBarzel Street 27, Tel Aviv-Yafo",32.1099224,34.8405563,4.6,8974.0,"restaurant, bar, food, point_of_interest, establishment",6.083541057456734,Hudson Brasserie
Pita Hit,"Mivtsa Kadesh Street 55, Bnei Brak",32.0978965,34.8286666,3.9,344.0,"restaurant, food, point_of_interest, establishment",4.550148178345813,Pita Hit
"מאמא פסטה בע""מ","Barukh Hirsch Street 30, Bnei Brak",32.0980285,34.8282278,4.4,193.0,"restaurant, food, point_of_interest, establishment",4.514754131091872,mama psth bam
דוכנים לאירועים תמרי דוכני מזון לאירועים,"Yehuda Somo Street 2, Tel Aviv-Yafo",32.1077057,34.8184722,4.0,11.0,"restaurant, food, store, point_of_interest, establishment",4.15568364043513,dvknym layrvaym tmry dvkny mzvn layrvaym
Greg's Café mama,"Abba Hillel Silver Road 301, Ramat Gan",32.10031370000001,34.8267285,3.4,552.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.462655999434146,Greg's Café mama
תירס,"Abba Hillel Silver Road 301, Ramat Gan",32.1003137,34.8267284,4.2,21.0,"restaurant, food, point_of_interest, establishment",4.46264716804467,tyrs
Black,"קניון אילון אבא הלל, 301, Ramat Gan",32.1008865,34.8266763,3.2,412.0,"restaurant, food, point_of_interest, establishment",4.480884492009197,Black
מקדונלד'ס - קניון אילון - קומת הכניסה,"Azrieli Ayalon Mall, Abba Hillel Silver Road 301, Ramat Gan",32.1004164,34.8269408,3.2,396.0,"restaurant, food, point_of_interest, establishment",4.485426412733596,mkdvnlds - knyvn aylvn - kvmt hknysh
China Town,"קניון איילון, דרך אבא הלל 301, רמת גן",32.0996371,34.827112,3.1,117.0,"restaurant, food, point_of_interest, establishment",4.470810754213708,China Town
Shoshana Express,"Barukh Hirsch Street 14, Bnei Brak",32.0971977,34.8262752,4.3,285.0,"restaurant, food, point_of_interest, establishment",4.311681259340834,Shoshana Express
Hummus Eliyahu,"Ha-Yarkon Street 10, Bnei Brak",32.0956661,34.8252923,4.5,1909.0,"restaurant, food, point_of_interest, establishment",4.176539301039656,Hummus Eliyahu
Burgerim,"מגדלי בסר 3, מצדה 9, Bnei Brak",32.0947008,34.8242547,4.2,427.0,"restaurant, food, point_of_interest, establishment",4.055398388186245,Burgerim
Lunch Box,"Kinneret Street 5, Bnei Brak",32.094671,34.8241727,3.2,62.0,"restaurant, food, point_of_interest, establishment",4.047098398722968,Lunch Box
Sumsum Bar Bri'ut,"HaBarzel Street 5, Tel Aviv-Yafo",32.106903,34.8356821,4.2,59.0,"restaurant, food, point_of_interest, establishment",5.52471917791268,Sumsum Bar Bri'ut
Pinat HaShlosha restaurant,"HaBarzel Street 24, Tel Aviv-Yafo",32.10890700000001,34.8401083,4.1,1283.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",5.997158297193667,Pinat HaShlosha restaurant
POMO,"HaBarzel Street 11, Tel Aviv-Yafo",32.1074927,34.8370795,4.4,3706.0,"restaurant, food, point_of_interest, establishment",5.6718669227649645,POMO
Pizza Prego,"Pinkhas Rosen Street 72, Tel Aviv-Yafo",32.114692,34.8260661,3.8,205.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",5.192539724545753,Pizza Prego
Burgus Burger Bar,"HaBarzel Street 19א, Tel Aviv-Yafo",32.108558,34.8384029,4.2,2711.0,"restaurant, food, point_of_interest, establishment",5.834975572946774,Burgus Burger Bar
Avantgarde,"Raoul Wallenberg Street 18, Tel Aviv-Yafo",32.1094627,34.8378105,3.9,1543.0,"bar, restaurant, food, point_of_interest, establishment",5.828325707142634,Avantgarde
Pizza Hut,"HaNechoshet Street 1, Tel Aviv-Yafo",32.1089397,34.8386572,3.4,189.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",5.8748052536161195,Pizza Hut
Rotisserie Chicken Club,"North Market, Raoul Wallenberg Street 20, Tel Aviv-Yafo",32.1100501,34.8376485,3.7,165.0,"restaurant, food, point_of_interest, establishment",5.843928591333897,Rotisserie Chicken Club
Mexicana,"Raoul Wallenberg Street 20, Tel Aviv-Yafo",32.1100501,34.8376485,3.5,226.0,"restaurant, food, point_of_interest, establishment",5.843928591333897,Mexicana
רושדי אוכל דרוזי,"Raoul Wallenberg Street 20, Tel Aviv-Yafo",32.1100501,34.8376485,,,"restaurant, food, point_of_interest, establishment",5.843928591333897,rvshdy avkl drvzy
Domino’s Pizza,"Raoul Wallenberg Street 24, Tel Aviv-Yafo",32.1111415,34.83871500000001,3.1,256.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",5.988895304733111,Domino’s Pizza
Agatha,"Raoul Wallenberg Street 24, Tel Aviv-Yafo",32.1112424,34.8387985,4.6,1180.0,"restaurant, store, food, point_of_interest, establishment",6.0010670353596,Agatha
Frame chef & Sushi Bar,"Raoul Wallenberg Street 2א, Tel Aviv-Yafo",32.107221,34.834347,4.0,3144.0,"restaurant, food, point_of_interest, establishment",5.425581919837764,Frame chef & Sushi Bar
לה קרוקט,"Olei ha-Gardom Street 48, Tel Aviv-Yafo",32.11323230000001,34.8367242,,,"restaurant, food, point_of_interest, establishment",5.9370595916384055,lh krvkt
HaGarage,"Raoul Wallenberg Street 24, Tel Aviv-Yafo",32.1113266,34.8390496,4.0,4233.0,"restaurant, food, point_of_interest, establishment",6.026391848079253,HaGarage
מסעדת צנעני,"Zeev Jabotinsky Street 92, Bnei Brak",32.09149120000001,34.8313765,4.0,1091.0,"restaurant, food, point_of_interest, establishment",4.652604852050351,msadt tznany
Delicate Jerusalem,"Yerushalayim Street 69, Bnei Brak",32.0825375,34.8260076,4.8,109.0,"restaurant, store, food, point_of_interest, establishment",4.126356225944846,Delicate Jerusalem
מסעדת המרפסת,"Ha-Yarkon Street 45, Bnei Brak",32.0971296,34.8289081,,,"restaurant, food, point_of_interest, establishment",4.548404393992012,msadt hmrpst
Shipudei Hatikva,"Abba Hillel Silver Road 301, Ramat Gan",32.0994169,34.82718619999999,4.0,394.0,"restaurant, food, point_of_interest, establishment",4.469286727984161,Shipudei Hatikva
Domino Pizza,"Ha-Rav Avraham Yitskhak ha-Cohen Kook Street 14, Bnei Brak",32.08693890000001,34.82657330000001,4.0,139.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.161748869498941,Domino Pizza
פיצה כמעט חינם,"Zeev Jabotinsky Street 89, Ramat Gan",32.0883132,34.81386610000001,4.4,413.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2.971225505805171,Pizza kmat chynm
Biscotti,"Ha-Yarkon Street 67, Bnei Brak",32.0982404,34.83202010000001,4.5,2576.0,"bakery, restaurant, store, food, point_of_interest, establishment",4.864610181106521,Biscotti
מינימלטס ישראל | minimelts Israel,"קניון איילון, דרך אבא הלל 301, רמת גן",32.1004415,34.8266107,4.1,28.0,"restaurant, store, food, point_of_interest, establishment",4.457288200621056,mynymlts yshral  minimelts Israel
חומוס אליהו רמת גן קניון איילון,"Abba Hillel Silver Road 301, Ramat Gan",32.1003746,34.8266803,4.1,83.0,"restaurant, food, point_of_interest, establishment",4.460790101443627,Hummus alyhv rmt gn knyvn ayylvn
שווארמה איילון,"ששת הימים 6 קניון איילון, Ramat Gan",32.1003558,34.8267131,5.0,1.0,"restaurant, food, point_of_interest, establishment",4.462946542733958,Shawarma ayylvn
Landwer Café,"Abba Hillel Silver Road 301, Ramat Gan",32.100284,34.8267366,3.6,767.0,"cafe, restaurant, food, point_of_interest, establishment",4.4622100625773315,Landwer Café
פלאפל בני,"Derech Sheshet HaYamim 12, Bnei Brak",32.09771,34.82436,4.5,11.0,"restaurant, food, point_of_interest, establishment",4.155964795747234,Falafel bny
ניודלי Newdeli,"Abba Hillel Silver Road 301, Ramat Gan",32.1003585,34.8267729,3.8,55.0,"restaurant, food, point_of_interest, establishment",4.468331851681675,nyvdly Newdeli
הקרמבו של שי גולן,Ramat Gan,32.10033319999999,34.8267892,4.8,4.0,"restaurant, food, point_of_interest, establishment",4.468779935556829,hkrmbv shl shy gvln
פלאפל דני,"Derech Sheshet HaYamim, Bnei Brak",32.09761450000001,34.82432189999999,4.4,10.0,"restaurant, food, point_of_interest, establishment",4.149276263425988,Falafel dny
חתוכה מרקט,"Ha-Hagana Street 13, Ramat Gan",32.0697104,34.8342861,4.2,96.0,"convenience_store, grocery_or_supermarket, restaurant, store, food, point_of_interest, establishment",5.216141987795322,chtvkh mrkt
Perry Beauty,"ענתות 34 תל אביב, Hurgin 27, Ramat Gan",32.07363929999999,34.8219413,4.2,36.0,"restaurant, store, food, point_of_interest, establishment",3.9717936721291083,Perry Beauty
Pizza Shemesh,"Tirzah Street 15, Ramat Gan",32.0734705,34.82871069999999,4.1,584.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.582073267379883,Pizza Shemesh
Rodeo,"Ha-Yarden Street 94, Ramat Gan",32.06031,34.828064,4.1,808.0,"restaurant, food, point_of_interest, establishment",5.165869498190265,Rodeo
Domino's Pizza,"Aluf Sade Road 15, Giv'atayim",32.059054,34.815062,3.3,466.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.2949709989506655,Domino's Pizza
Ovad's Sabich,"Sirkin Street 7, Giv'atayim",32.0768708,34.8142837,4.5,4952.0,"restaurant, food, point_of_interest, establishment",3.170404192535204,Ovad's Sabich
Cafe Zelik,"Sheinkin Street 3, Giv'atayim",32.0748157,34.80926340000001,4.0,3326.0,"cafe, restaurant, store, food, point_of_interest, establishment",2.819608326799863,Cafe Zelik
Katznelson School,"HaMa'ayan Street 19, Giv'atayim",32.071141,34.8121773,3.1,22.0,"school, restaurant, food, point_of_interest, establishment",3.256104240207678,Katznelson School
